Nro.;Codigo;Turno_ID;Descripcion;Hora_Inicio;Hora_Termino;Descanso1;Descanso2;Total_Horas;Refrigerio;H.Efectivas;Inicio_Refrigerio;Fin_Refrigerio;Avail
4925 ;2945 ;TT 2945;De 08:04 a 17:04 ht 9.0 ;08:04 ;17:04 ;;0 ;09:00 ;;9:00;;;0
4926 ;2946 ;TT 2946;De 08:04 a 17:04 ht 9.0 ;08:04 ;17:04 ;;0 ;09:00 ;;9:00;;;0
4927 ;2947 ;TT 2947;De 08:04 a 17:04 ht 9.0 ;08:04 ;17:04 ;;0 ;09:00 ;;9:00;;;0
4928 ;2948 ;TT 2948;De 07:42 a 17:05 ht 9.4 ;07:42 ;17:05 ;;0 ;09:23 ;;9:23;;;0
4929 ;2949 ;TT 2949;De 07:42 a 17:05 ht 9.4 ;07:42 ;17:05 ;;0 ;09:23 ;;9:23;;;0
4930 ;2950 ;TT 2950;De 07:42 a 17:05 ht 9.4 ;07:42 ;17:05 ;;0 ;09:23 ;;9:23;;;0
4931 ;2951 ;TT 2951;De 07:42 a 17:05 ht 9.4 ;07:42 ;17:05 ;;0 ;09:23 ;;9:23;;;0
4932 ;2952 ;TT 2952;De 07:58 a 17:59 ht 10.0 ;07:58 ;17:59 ;;0 ;10:01 ;;10:01;;;0
4933 ;2953 ;TT 2953;De 07:58 a 17:59 ht 10.0 ;07:58 ;17:59 ;;0 ;10:01 ;;10:01;;;0
4934 ;2954 ;TT 2954;De 07:58 a 17:59 ht 10.0 ;07:58 ;17:59 ;;0 ;10:01 ;;10:01;;;0
4935 ;2955 ;TT 2955;De 07:58 a 17:59 ht 10.0 ;07:58 ;17:59 ;;0 ;10:01 ;;10:01;;;0
4936 ;2956 ;TT 2956;De 07:30 a 17:07 ht 9.6 ;07:30 ;17:07 ;;0 ;09:37 ;;9:37;;;0
4937 ;2957 ;TT 2957;De 07:30 a 17:07 ht 9.6 ;07:30 ;17:07 ;;0 ;09:37 ;;9:37;;;0
4938 ;2958 ;TT 2958;De 07:30 a 17:07 ht 9.6 ;07:30 ;17:07 ;;0 ;09:37 ;;9:37;;;0
4939 ;2959 ;TT 2959;De 07:30 a 17:07 ht 9.6 ;07:30 ;17:07 ;;0 ;09:37 ;;9:37;;;0
4940 ;2960 ;TT 2960;De 07:46 a 18:10 ht 10.4 ;07:46 ;18:10 ;;0 ;10:24 ;;10:24;;;0
4941 ;2961 ;TT 2961;De 07:46 a 18:10 ht 10.4 ;07:46 ;18:10 ;;0 ;10:24 ;;10:24;;;0
4942 ;2962 ;TT 2962;De 07:46 a 18:10 ht 10.4 ;07:46 ;18:10 ;;0 ;10:24 ;;10:24;;;0
4943 ;2963 ;TT 2963;De 07:46 a 18:10 ht 10.4 ;07:46 ;18:10 ;;0 ;10:24 ;;10:24;;;0
4944 ;2964 ;TT 2964;De 07:41 a 18:04 ht 10.4 ;07:41 ;18:04 ;;0 ;10:23 ;;10:23;;;0
4945 ;2965 ;TT 2965;De 07:41 a 18:04 ht 10.4 ;07:41 ;18:04 ;;0 ;10:23 ;;10:23;;;0
4946 ;2966 ;TT 2966;De 07:41 a 18:04 ht 10.4 ;07:41 ;18:04 ;;0 ;10:23 ;;10:23;;;0
4947 ;2967 ;TT 2967;De 07:41 a 18:04 ht 10.4 ;07:41 ;18:04 ;;0 ;10:23 ;;10:23;;;0
4952 ;2972 ;TT 2972;De 08:02 a 18:02 ht 10.0 ;08:02 ;18:02 ;;0 ;10:00 ;;10:00;;;0
4953 ;2973 ;TT 2973;De 08:02 a 18:02 ht 10.0 ;08:02 ;18:02 ;;0 ;10:00 ;;10:00;;;0
4954 ;2974 ;TT 2974;De 08:02 a 18:02 ht 10.0 ;08:02 ;18:02 ;;0 ;10:00 ;;10:00;;;0
4955 ;2975 ;TT 2975;De 08:02 a 18:02 ht 10.0 ;08:02 ;18:02 ;;0 ;10:00 ;;10:00;;;0
4956 ;2976 ;TT 2976;De 07:33 a 17:02 ht 9.5 ;07:33 ;17:02 ;;0 ;09:29 ;;9:29;;;0
4957 ;2977 ;TT 2977;De 07:33 a 17:02 ht 9.5 ;07:33 ;17:02 ;;0 ;09:29 ;;9:29;;;0
4958 ;2978 ;TT 2978;De 07:33 a 17:02 ht 9.5 ;07:33 ;17:02 ;;0 ;09:29 ;;9:29;;;0
4959 ;2979 ;TT 2979;De 07:33 a 17:02 ht 9.5 ;07:33 ;17:02 ;;0 ;09:29 ;;9:29;;;0
4960 ;2980 ;TT 2980;De 08:05 a 17:05 ht 9.0 ;08:05 ;17:05 ;;0 ;09:00 ;;9:00;;;0
4961 ;2981 ;TT 2981;De 08:05 a 17:05 ht 9.0 ;08:05 ;17:05 ;;0 ;09:00 ;;9:00;;;0
4962 ;2982 ;TT 2982;De 08:05 a 17:05 ht 9.0 ;08:05 ;17:05 ;;0 ;09:00 ;;9:00;;;0
4963 ;2983 ;TT 2983;De 08:05 a 17:05 ht 9.0 ;08:05 ;17:05 ;;0 ;09:00 ;;9:00;;;0
4964 ;2984 ;TT 2984;De 07:49 a 17:09 ht 9.3 ;07:49 ;17:09 ;;0 ;09:20 ;;9:20;;;0
4965 ;2985 ;TT 2985;De 07:49 a 17:09 ht 9.3 ;07:49 ;17:09 ;;0 ;09:20 ;;9:20;;;0
4966 ;2986 ;TT 2986;De 07:49 a 17:09 ht 9.3 ;07:49 ;17:09 ;;0 ;09:20 ;;9:20;;;0
4967 ;2987 ;TT 2987;De 07:49 a 17:09 ht 9.3 ;07:49 ;17:09 ;;0 ;09:20 ;;9:20;;;0
4968 ;2988 ;TT 2988;De 07:45 a 17:02 ht 9.3 ;07:45 ;17:02 ;;0 ;09:17 ;;9:17;;;0
4969 ;2989 ;TT 2989;De 07:45 a 17:02 ht 9.3 ;07:45 ;17:02 ;;0 ;09:17 ;;9:17;;;0
4970 ;2990 ;TT 2990;De 07:45 a 17:02 ht 9.3 ;07:45 ;17:02 ;;0 ;09:17 ;;9:17;;;0
4971 ;2991 ;TT 2991;De 07:45 a 17:02 ht 9.3 ;07:45 ;17:02 ;;0 ;09:17 ;;9:17;;;0
4972 ;2992 ;TT 2992;De 07:57 a 19:11 ht 11.2 ;07:57 ;19:11 ;0 ;0 ;11:14 ;0 ;11:14;;;0
4973 ;2993 ;TT 2993;De 07:57 a 19:11 ht 11.2 ;07:57 ;19:11 ;0 ;0 ;11:14 ;0 ;11:14;;;0
4974 ;2994 ;TT 2994;De 11:00 a 14:00 ht 3 ;11:00 ;14:00 ;0 ;0 ;03:00 ;0 ;3:00;;;0
4975 ;2995 ;TT 2995;De 12:30 a 15:30 ht 3 ;12:30 ;15:30 ;0 ;0 ;03:00 ;0 ;3:00;;;0
4976 ;2996 ;TT 2996;De 06:15 a 17:15 ht 10 ;06:15 ;17:15 ;15 ;15 ;11:00 ;60 ;10:00;11:00 ;12:00 ;0
4977 ;2997 ;TT 2997;De 21:00 a 07:00 ht 9 ;21:00 ;07:00 ;0 ;0 ;10:00 ;60 ;9:00;02:00 ;03:00 ;0
4978 ;2998 ;TT 2998;De 08:00 a 15:00 ht 7.0 ;08:00 ;15:00 ;15 ;0 ;07:00 ;0 ;7:00;;;0
4979 ;2999 ;TT 2999;De 08:00 a 14:00 ht 6.0 ;08:00 ;14:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
4980 ;3000 ;TT 3000;De 08:00 a 16:00 ht 8.0 ;08:00 ;16:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
4981 ;3001 ;TT 3001;De 11:00 a 17:00 ht 6.0 ;11:00 ;17:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
4982 ;3002 ;TT 3002;De 12:00 a 20:00 ht 8.0 ;12:00 ;20:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
4983 ;3003 ;TT 3003;De 14:00 a 20:00 ht 6.0 ;14:00 ;20:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
4984 ;3004 ;TT 3004;De 06:00 a 14:00 ht 8 ;06:00 ;14:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
4985 ;3005 ;TT 3005;De 15:00 a 23:00 ht 8.0 ;15:00 ;23:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
4986 ;3006 ;TT 3006;De 16:00 a 00:00 ht 8 ;16:00 ;00:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
4987 ;3007 ;TT 3007;De 20:00 a 06:00 ht 9 ;20:00 ;06:00 ;0 ;0 ;10:00 ;60 ;9:00;01:00 ;02:00 ;0
4988 ;3008 ;TT 3008;De 20:00 a 06:00 ht 9 ;20:00 ;06:00 ;15 ;0 ;10:00 ;60 ;9:00;01:00 ;02:00 ;0
4989 ;3009 ;TT 3009;De 08:30 a 14:30 ht 6.0 ;08:30 ;14:30 ;15 ;0 ;06:00 ;0 ;6:00;;;0
4990 ;3010 ;TT 3010;De 10:30 a 19:30 ht 9.0 ;10:30 ;19:30 ;15 ;0 ;09:00 ;60 ;8:00;02:00 ;03:00 ;1
4991 ;3011 ;TT 3011;De 09:00 a 14:30 ht 5.5 ;09:00 ;14:30 ;15 ;0 ;05:30 ;0 ;5:30;;;0
4992 ;3012 ;TT 3012;De 11:30 a 15:30 ht 4 ;11:30 ;15:30 ;15 ;0 ;04:00 ;0 ;4:00;;;1
4993 ;3013 ;TT 3013;De 12:00 a 17:30 ht 5.5 ;12:00 ;17:30 ;15 ;0 ;05:30 ;0 ;5:30;;;0
4994 ;3014 ;TT 3014;De 13:30 a 19:00 ht 5.5 ;13:30 ;19:00 ;15 ;0 ;05:30 ;0 ;5:30;;;0
4995 ;3015 ;TT 3015;De 13:30 a 22:30 ht 8 ;13:30 ;22:30 ;15 ;15 ;09:00 ;60 ;8:00;04:00 ;05:00 ;1
4996 ;3016 ;TT 3016;De 12:00 a 20:00 ht 8.0 ;12:00 ;20:00 ;15 ;0 ;08:00 ;60 ;7:00;02:30 ;03:30 ;1
4997 ;3017 ;TT 3017;De 15:00 a 23:00 ht 8.0 ;15:00 ;23:00 ;15 ;0 ;08:00 ;60 ;7:00;06:30 ;07:30 ;1
4998 ;3018 ;TT 3018;De 15:00 a 00:00 ht 9 ;15:00 ;00:00 ;15 ;0 ;09:00 ;60 ;8:00;06:30 ;07:30 ;1
4999 ;3019 ;TT 3019;De 22:00 a 06:00 ht 8 ;22:00 ;06:00 ;0 ;0 ;08:00 ;60 ;7:00;03:00 ;04:00 ;1
5000 ;3020 ;TT 3020;De 08:00 a 15:00 ht 7.0 ;08:00 ;15:00 ;15 ;0 ;07:00 ;60 ;6:00;12:00 ;13:00 ;1
5001 ;3021 ;TT 3021;De 14:00 a 20:00 ht 6.0 ;14:00 ;20:00 ;15 ;0 ;06:00 ;60 ;5:00;;;1
5002 ;3022 ;TT 3022;De 09:30 a 17:30 ht 8.0 ;09:30 ;17:30 ;15 ;0 ;08:00 ;60 ;7:00;01:30 ;02:30 ;1
5003 ;3023 ;TT 3023;De 00:00 a 10:00 ht 10 ;00:00 ;10:00 ;15 ;0 ;10:00 ;60 ;9:00;05:00 ;06:00 ;0
5004 ;3024 ;TT 3024;De 07:00 a 12:00 ht 5.0 ;07:00 ;12:00 ;20 ;0 ;05:00 ;0 ;5:00;;;0
5005 ;3025 ;TT 3025;De 08:00 a 12:00 ht 4.0 ;08:00 ;12:00 ;15 ;0 ;04:00 ;0 ;4:00;;;1
5006 ;3026 ;TT 3026;De 07:00 a 15:00 ht 8.0 ;07:00 ;15:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5007 ;3027 ;TT 3027;De 10:00 a 16:00 ht 6.0 ;10:00 ;16:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5008 ;3028 ;TT 3028;De 13:00 a 21:00 ht 8.0 ;13:00 ;21:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5009 ;3029 ;TT 3029;De 22:00 a 06:00 ht 8 ;22:00 ;06:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5010 ;3030 ;TT 3030;De 22:00 a 06:00 ht 8 ;22:00 ;06:00 ;0 ;0 ;08:00 ;0 ;8:00;;;0
5011 ;3031 ;TT 3031;De 09:30 a 17:30 ht 8.0 ;09:30 ;17:30 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5012 ;3032 ;TT 3032;De 20:00 a 23:00 ;20:00 ;23:00 ;0 ;0 ;03:00 ;0 ;3:00;;;0
5013 ;3033 ;TT 3033;De 08:00 a 13:00 ht 5.0 ;08:00 ;13:00 ;20 ;0 ;05:00 ;0 ;5:00;;;0
5014 ;3034 ;TT 3034;De 08:00 a 17:30 ht 9.5 ;08:00 ;17:30 ;0 ;0 ;09:30 ;0 ;9:30;;;0
5015 ;3035 ;TT 3035;De 10:00 a 18:00 ht 8.0 ;10:00 ;18:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5016 ;3036 ;TT 3036;De 06:00 a 12:00 ht 6 ;06:00 ;12:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5017 ;3037 ;TT 3037;De 09:00 a 13:00 ht 4.0 ;09:00 ;13:00 ;15 ;0 ;04:00 ;0 ;4:00;;;1
5018 ;3038 ;TT 3038;De 12:00 a 18:00 ht 6.0 ;12:00 ;18:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5019 ;3039 ;TT 3039;De 20:00 a 06:00 ht 10 ;20:00 ;06:00 ;15 ;15 ;10:00 ;0 ;10:00;;;0
5020 ;3040 ;TT 3040;De 15:30 a 00:00 ht 8.5 ;15:30 ;00:00 ;15 ;0 ;08:30 ;0 ;8:30;;;0
5021 ;3041 ;TT 3041;De 14:00 a 22:00 ht 8.0 ;14:00 ;22:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5022 ;3042 ;TT 3042;De 06:30 a 17:30 ht 10 ;06:30 ;17:30 ;15 ;15 ;11:00 ;60 ;10:00;10:30 ;11:30 ;0
5023 ;3043 ;TT 3043;De 12:00 a 20:30 ht 8.5 ;12:00 ;20:30 ;15 ;0 ;08:30 ;60 ;7:30;02:30 ;03:30 ;1
5024 ;3044 ;TT 3044;De 06:00 a 13:00 ht 7 ;06:00 ;13:00 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5025 ;3045 ;TT 3045;De 06:30 a 14:30 ht 8.0 ;06:30 ;14:30 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5026 ;3046 ;TT 3046;De 08:30 a 15:00 ht 6.5 ;08:30 ;15:00 ;15 ;0 ;06:30 ;0 ;6:30;;;0
5027 ;3047 ;TT 3047;De 09:30 a 15:30 ht 6.0 ;09:30 ;15:30 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5028 ;3048 ;TT 3048;De 13:00 a 19:00 ht 6.0 ;13:00 ;19:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5029 ;3049 ;TT 3049;De 15:00 a 20:00 ht 5.0 ;15:00 ;20:00 ;20 ;0 ;05:00 ;0 ;5:00;;;0
5030 ;3050 ;TT 3050;De 14:30 a 20:30 ht 6 ;14:30 ;20:30 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5031 ;3051 ;TT 3051;De 18:00 a 00:00 ht 6 ;18:00 ;00:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5032 ;3052 ;TT 3052;De 14:30 a 20:30 ht 6 ;14:30 ;20:30 ;15 ;0 ;06:00 ;0 ;6:00;;;0
5033 ;3053 ;TT 3053;De 15:00 a 21:00 ht 6 ;15:00 ;21:00 ;15 ;0 ;06:00 ;0 ;6:00;;;0
5034 ;3054 ;TT 3054;De 15:00 a 21:00 ht 6 ;15:00 ;21:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5035 ;3055 ;TT 3055;De 21:00 a 06:00 ht 9 ;21:00 ;06:00 ;0 ;0 ;09:00 ;0 ;9:00;;;0
5036 ;3056 ;TT 3056;De 12:30 a 21:00 ht 8.5 ;12:30 ;21:00 ;15 ;0 ;08:30 ;60 ;7:30;02:30 ;03:30 ;1
5037 ;3057 ;TT 3057;De 09:00 a 15:00 ht 6.0 ;09:00 ;15:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5038 ;3058 ;TT 3058;De 12:00 a 19:00 ht 7.0 ;12:00 ;19:00 ;30 ;0 ;07:00 ;0 ;7:00;;;1
5039 ;3059 ;TT 3059;De 13:30 a 22:00 ht 8.5 ;13:30 ;22:00 ;15 ;0 ;08:30 ;60 ;7:30;04:00 ;05:00 ;1
5040 ;3060 ;TT 3060;De 12:00 a 21:30 ht 9.5 ;12:00 ;21:30 ;15 ;0 ;09:30 ;60 ;8:30;02:30 ;03:30 ;1
5041 ;3061 ;TT 3061;De 16:00 a 22:00 ht 6.0 ;16:00 ;22:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5042 ;3062 ;TT 3062;De 06:30 a 12:30 ht 6 ;06:30 ;12:30 ;15 ;0 ;06:00 ;0 ;6:00;;;0
5043 ;3063 ;TT 3063;De 13:00 a 21:30 ht 8.5 ;13:00 ;21:30 ;15 ;0 ;08:30 ;60 ;7:30;04:00 ;05:00 ;1
5044 ;3064 ;TT 3064;De 13:00 a 22:00 ht 9.0 ;13:00 ;22:00 ;15 ;0 ;09:00 ;60 ;8:00;04:00 ;05:00 ;1
5045 ;3065 ;TT 3065;De 12:00 a 18:30 ht 6.5 ;12:00 ;18:30 ;15 ;0 ;06:30 ;0 ;6:30;;;0
5046 ;3066 ;TT 3066;De 13:30 a 21:00 ht 7.5 ;13:30 ;21:00 ;15 ;0 ;07:30 ;0 ;7:30;;;0
5047 ;3067 ;TT 3067;De 09:00 a 17:00 ht 8.0 ;09:00 ;17:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5048 ;3068 ;TT 3068;De 22:30 a 06:30 ht 8 ;22:30 ;06:30 ;15 ;15 ;08:00 ;0 ;8:00;;;1
5049 ;3069 ;TT 3069;De 21:00 a 06:00 ht 9.0 ;21:00 ;06:00 ;30 ;0 ;09:00 ;60 ;8:00;02:00 ;03:00 ;1
5050 ;3070 ;TT 3070;De 13:30 a 20:00 ht 6.5 ;13:30 ;20:00 ;30 ;0 ;06:30 ;0 ;6:30;;;1
5051 ;3071 ;TT 3071;De 06:30 a 14:00 ht 7.5 ;06:30 ;14:00 ;15 ;0 ;07:30 ;0 ;7:30;;;0
5052 ;3072 ;TT 3072;De 07:30 a 14:30 ht 7.0 ;07:30 ;14:30 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5053 ;3073 ;TT 3073;De 08:30 a 16:30 ht 8.0 ;08:30 ;16:30 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5054 ;3074 ;TT 3074;De 21:00 a 06:00 ht 9.0 ;21:00 ;06:00 ;0 ;0 ;09:00 ;60 ;8:00;02:00 ;03:00 ;1
5055 ;3075 ;TT 3075;De 09:00 a 16:00 ht 7.0 ;09:00 ;16:00 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5056 ;3076 ;TT 3076;De 17:00 a 23:00 ht 6 ;17:00 ;23:00 ;15 ;0 ;06:00 ;0 ;6:00;;;0
5057 ;3077 ;TT 3077;De 17:00 a 00:00 ht 7 ;17:00 ;00:00 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5058 ;3078 ;TT 3078;De 11:00 a 18:00 ht 7.0 ;11:00 ;18:00 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5059 ;3079 ;TT 3079;De 14:00 a 00:00 ht 10 ;14:00 ;00:00 ;15 ;0 ;10:00 ;0 ;10:00;;;0
5060 ;3080 ;TT 3080;De 12:30 a 21:30 ht 9.0 ;12:30 ;21:30 ;15 ;0 ;09:00 ;60 ;8:00;02:30 ;03:30 ;1
5061 ;3081 ;TT 3081;De 10:15 a 19:15 ht 9.0 ;10:15 ;19:15 ;15 ;0 ;09:00 ;60 ;8:00;02:00 ;03:00 ;1
5062 ;3082 ;TT 3082;De 09:00 a 16:30 ht 7.5 ;09:00 ;16:30 ;15 ;0 ;07:30 ;60 ;6:30;01:00 ;02:00 ;1
5063 ;3083 ;TT 3083;De 09:30 a 20:30 ht 10 ;09:30 ;20:30 ;15 ;15 ;11:00 ;60 ;10:00;01:30 ;02:30 ;0
5064 ;3084 ;TT 3084;De 08:30 a 20:00 ht 10.5 ;08:30 ;20:00 ;15 ;15 ;11:30 ;60 ;10:30;12:30 ;13:30 ;0
5065 ;3085 ;TT 3085;De 06:30 a 18:00 ht 10.5 ;06:30 ;18:00 ;15 ;15 ;11:30 ;60 ;10:30;10:30 ;11:30 ;0
5066 ;3086 ;TT 3086;De 11:30 a 20:30 ht 9.0 ;11:30 ;20:30 ;15 ;0 ;09:00 ;60 ;8:00;03:00 ;04:00 ;1
5067 ;3087 ;TT 3087;De 09:30 a 13:30 ht 4.0 ;09:30 ;13:30 ;15 ;0 ;04:00 ;0 ;4:00;;;1
5068 ;3088 ;TT 3088;De 06:30 a 13:30 ht 7.0 ;06:30 ;13:30 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5069 ;3089 ;TT 3089;De 07:30 a 15:00 ht 7.5 ;07:30 ;15:00 ;15 ;0 ;07:30 ;0 ;7:30;;;0
5070 ;3090 ;TT 3090;De 15:00 a 22:00 ht 7.0 ;15:00 ;22:00 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5071 ;3091 ;TT 3091;De 08:30 a 15:30 ht 7.0 ;08:30 ;15:30 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5072 ;3092 ;TT 3092;De 06:00 a 14:30 ht 8.5 ;06:00 ;14:30 ;15 ;0 ;08:30 ;0 ;8:30;;;0
5073 ;3093 ;TT 3093;De 15:00 a 00:00 ht 9.0 ;15:00 ;00:00 ;15 ;0 ;09:00 ;0 ;9:00;;;0
5074 ;3094 ;TT 3094;De 11:30 a 20:00 ht 8.5 ;11:30 ;20:00 ;30 ;0 ;08:30 ;0 ;8:30;;;1
5075 ;3095 ;TT 3095;De 13:00 a 20:00 ht 7.0 ;13:00 ;20:00 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5076 ;3096 ;TT 3096;De 09:00 a 18:00 ht 9.0 ;09:00 ;18:00 ;15 ;0 ;09:00 ;0 ;9:00;;;0
5077 ;3097 ;TT 3097;De 08:00 a 14:30 ht 6.5 ;08:00 ;14:30 ;30 ;0 ;06:30 ;0 ;6:30;;;1
5078 ;3098 ;TT 3098;De 08:00 a 17:05 ht 9.1 ;08:00 ;17:05 ;15 ;0 ;09:05 ;60 ;8:05;;;1
5079 ;3099 ;TT 3099;De 11:00 a 19:00 ht 8.0 ;11:00 ;19:00 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5080 ;3100 ;TT 3100;De 13:30 a 21:30 ht 8.0 ;13:30 ;21:30 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5081 ;3101 ;TT 3101;De 11:30 a 21:00 ht 9.5 ;11:30 ;21:00 ;15 ;0 ;09:30 ;60 ;8:30;03:00 ;04:00 ;1
5082 ;3102 ;TT 3102;De 14:00 a 23:00 ht 9.0 ;14:00 ;23:00 ;15 ;0 ;09:00 ;60 ;8:00;03:30 ;04:30 ;1
5083 ;3103 ;TT 3103;De 06:00 a 13:30 ht 7.5 ;06:00 ;13:30 ;15 ;0 ;07:30 ;0 ;7:30;;;0
5084 ;3104 ;TT 3104;De 16:00 a 23:00 ht 7.0 ;16:00 ;23:00 ;15 ;0 ;07:00 ;0 ;7:00;;;0
5085 ;3105 ;TT 3105;De 15:30 a 00:00 ht 8.5 ;15:30 ;00:00 ;15 ;0 ;08:30 ;60 ;7:30;06:30 ;07:30 ;1
5086 ;3106 ;TT 3106;De 07:00 a 18:00 ht 10 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;11:00 ;12:00 ;0
5087 ;3107 ;TT 3107;De 16:00 a 22:00 ht 6.0 ;16:00 ;22:00 ;15 ;0 ;06:00 ;0 ;6:00;;;0
5088 ;3108 ;TT 3108;De 08:30 a 18:00 ht 9.5 ;08:30 ;18:00 ;0 ;0 ;09:30 ;0 ;9:30;;;0
5089 ;3109 ;TT 3109;De 07:30 a 15:30 ht 8.0 ;07:30 ;15:30 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5090 ;3110 ;TT 3110;De 08:30 a 16:00 ht 7.5 ;08:30 ;16:00 ;15 ;0 ;07:30 ;0 ;7:30;;;0
5091 ;3111 ;TT 3111;De 10:30 a 21:30 ht 10 ;10:30 ;21:30 ;15 ;15 ;11:00 ;60 ;10:00;02:00 ;03:00 ;0
5092 ;3112 ;TT 3112;De 09:00 a 15:00 ht 6.0 ;09:00 ;15:00 ;15 ;0 ;06:00 ;60 ;5:00;01:00 ;02:00 ;1
5093 ;3113 ;TT 3113;De 10:30 a 16:30 ht 6.0 ;10:30 ;16:30 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5094 ;3114 ;TT 3114;De 11:30 a 17:30 ht 6.0 ;11:30 ;17:30 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5095 ;3115 ;TT 3115;De 09:30 a 16:00 ht 6.5 ;09:30 ;16:00 ;30 ;0 ;06:30 ;0 ;6:30;;;1
5096 ;3116 ;TT 3116;De 13:30 a 19:30 ht 6.0 ;13:30 ;19:30 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5097 ;3117 ;TT 3117;De 17:00 a 00:00 ht 7.0 ;17:00 ;00:00 ;30 ;0 ;07:00 ;0 ;7:00;;;1
5098 ;3118 ;TT 3118;De 21:00 a 06:00 ht 9.0 ;21:00 ;06:00 ;15 ;0 ;09:00 ;60 ;8:00;02:00 ;03:00 ;1
5099 ;3119 ;TT 3119;De 08:00 a 11:00 ht 3.0 ;08:00 ;11:00 ;0 ;0 ;03:00 ;0 ;3:00;;;0
5100 ;3120 ;TT 3120;De 08:00 a 18:00 ht 9 ;08:00 ;18:00 ;0 ;0 ;10:00 ;60 ;9:00;12:00 ;13:00 ;0
5101 ;3121 ;TT 3121;De 10:30 a 18:00 ht 7.5 ;10:30 ;18:00 ;15 ;0 ;07:30 ;0 ;7:30;;;0
5102 ;3122 ;TT 3122;De 08:00 a 17:00 ht 9.0 ;08:00 ;17:00 ;0 ;0 ;09:00 ;0 ;9:00;;;0
5103 ;3123 ;TT 3123;De 15:00 a 00:00 ht 9.0 ;15:00 ;00:00 ;0 ;0 ;09:00 ;0 ;9:00;;;0
5104 ;3124 ;TT 3124;De 07:30 a 13:30 ht 6.0 ;07:30 ;13:30 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5105 ;3125 ;TT 3125;De 12:00 a 19:30 ht 7.5 ;12:00 ;19:30 ;15 ;0 ;07:30 ;0 ;7:30;;;0
5106 ;3126 ;TT 3126;De 11:30 a 18:00 ht 6.5 ;11:30 ;18:00 ;15 ;0 ;06:30 ;0 ;6:30;;;0
5107 ;3127 ;TT 3127;De 07:00 a 13:00 ht 6.0 ;07:00 ;13:00 ;30 ;0 ;06:00 ;0 ;6:00;;;1
5108 ;3128 ;TT 3128;De 12:00 a 16:30 ht 4.5 ;12:00 ;16:30 ;15 ;0 ;04:30 ;0 ;4:30;;;1
5109 ;3129 ;TT 3129;De 10:30 a 15:30 ht 5 ;10:30 ;15:30 ;15 ;0 ;05:00 ;0 ;5:00;;;0
5110 ;3130 ;TT 3130;De 14:15 a 23:15 ht 9.0 ;14:15 ;23:15 ;15 ;0 ;09:00 ;60 ;8:00;03:30 ;04:30 ;1
5111 ;3131 ;TT 3131;De 12:30 a 20:30 ht 8.0 ;12:30 ;20:30 ;15 ;0 ;08:00 ;0 ;8:00;;;0
5112 ;3132 ;TT 3132;De 07:45 a 16:15 ht 8.5 ;07:45 ;16:15 ;15 ;0 ;08:30 ;60 ;7:30;01:00 ;02:00 ;1
